timestamp,price
2025-07-07T15:23:52.939786500+09:00,109147
2025-07-07T15:24:22.933535700+09:00,109147
2025-07-07T15:24:52.927548600+09:00,109147
2025-07-07T15:25:22.935122+09:00,109149
2025-07-07T15:25:52.929055300+09:00,109149
2025-07-07T15:26:22.934464200+09:00,109149
2025-07-07T15:26:52.931572300+09:00,109150
2025-07-07T15:27:22.927039400+09:00,109150
2025-07-07T15:27:52.929893300+09:00,109150
2025-07-07T15:28:22.927520500+09:00,109171
2025-07-07T15:28:52.937962300+09:00,109171
2025-07-07T15:29:22.934124500+09:00,109171
2025-07-07T15:29:52.926702600+09:00,109170
2025-07-07T15:30:22.937643800+09:00,109170
2025-07-07T15:30:52.929042800+09:00,109170
2025-07-07T15:31:22.933856500+09:00,109168
2025-07-07T15:31:52.934819300+09:00,109168
2025-07-07T15:32:22.941673600+09:00,109168
2025-07-07T15:32:52.928115400+09:00,109163
2025-07-07T15:33:22.939303500+09:00,109163
2025-07-07T15:33:52.941062300+09:00,109163
2025-07-07T15:34:22.927590900+09:00,109147
2025-07-07T15:34:52.930921100+09:00,109147
2025-07-07T15:35:22.933641+09:00,109147
2025-07-07T15:35:52.937276300+09:00,109136
2025-07-07T15:36:22.932227500+09:00,109136
2025-07-07T15:36:52.927488900+09:00,109136
2025-07-07T15:37:22.937808200+09:00,109114
2025-07-07T15:37:52.937402700+09:00,109114
2025-07-07T15:38:22.933383600+09:00,109114
2025-07-07T15:38:52.930108300+09:00,109093
2025-07-07T15:39:22.939261700+09:00,109093
2025-07-07T15:39:52.934754400+09:00,109093
2025-07-07T15:40:22.928846500+09:00,109074
2025-07-07T15:40:52.927510200+09:00,109074
2025-07-07T15:41:22.939298300+09:00,109074
2025-07-07T15:41:52.932659500+09:00,109038
2025-07-07T15:42:22.938387300+09:00,109038
2025-07-07T15:42:52.937640400+09:00,109038
2025-07-07T15:43:22.937745800+09:00,109028
2025-07-07T15:43:52.937955400+09:00,109028
2025-07-07T15:44:22.937837+09:00,109028
2025-07-07T15:44:52.941753500+09:00,108991
2025-07-07T15:45:22.941417600+09:00,108991
2025-07-07T15:45:52.932950700+09:00,108991
2025-07-07T15:46:22.942247+09:00,108977
2025-07-07T15:46:52.936936+09:00,108977
2025-07-07T15:47:22.937529600+09:00,108977
2025-07-07T15:47:52.940053500+09:00,108939
2025-07-07T15:48:22.931434600+09:00,108939
2025-07-07T15:48:52.930486100+09:00,108939
2025-07-07T15:49:22.942321400+09:00,108881
2025-07-07T15:49:52.940132500+09:00,108881
2025-07-07T15:50:22.927816200+09:00,108881
2025-07-07T15:50:52.940373800+09:00,108856
2025-07-07T15:51:22.936471+09:00,108856
2025-07-07T15:51:52.927065600+09:00,108856
2025-07-07T15:52:22.937093900+09:00,108850
2025-07-07T15:52:52.937700500+09:00,108850
2025-07-07T15:53:22.941801900+09:00,108850
2025-07-07T15:53:52.927973500+09:00,108841
2025-07-07T15:54:22.934865900+09:00,108841
2025-07-07T15:54:52.932341900+09:00,108841
2025-07-07T15:55:22.937088900+09:00,108828
2025-07-07T15:55:52.938549300+09:00,108828
2025-07-07T15:56:22.934592900+09:00,108828
2025-07-07T15:56:52.930869300+09:00,108817
2025-07-07T15:57:22.934274+09:00,108817
2025-07-07T15:57:52.941428800+09:00,108817
2025-07-07T15:58:22.936104300+09:00,108808
2025-07-07T15:58:52.940593400+09:00,108808
2025-07-07T15:59:22.928453800+09:00,108808
2025-07-07T15:59:52.935933100+09:00,108802
2025-07-07T16:00:22.934808800+09:00,108802
2025-07-07T16:00:52.942086200+09:00,108802
2025-07-07T16:01:22.931792900+09:00,108795
2025-07-07T16:01:52.940073700+09:00,108795
2025-07-07T16:02:22.929199+09:00,108795
2025-07-07T16:02:52.940668700+09:00,108799
2025-07-07T16:03:22.936154300+09:00,108799
2025-07-07T16:03:52.936335800+09:00,108799
2025-07-07T16:04:22.935006700+09:00,108797
2025-07-07T16:04:52.938316100+09:00,108797
2025-07-07T16:05:22.938811100+09:00,108797
2025-07-07T16:05:52.937863400+09:00,108796
2025-07-07T16:06:22.936821700+09:00,108796
2025-07-07T16:06:52.930627+09:00,108796
2025-07-07T16:07:22.937649800+09:00,108797
2025-07-07T16:07:52.941420900+09:00,108797
2025-07-07T16:08:22.930617900+09:00,108797
2025-07-07T16:08:52.939954600+09:00,108791
2025-07-07T16:09:22.938604+09:00,108791
2025-07-07T16:09:52.937266800+09:00,108791
2025-07-07T16:10:22.937703400+09:00,108781
2025-07-07T16:10:52.926779600+09:00,108781
2025-07-07T16:11:22.930602800+09:00,108781
2025-07-07T16:11:52.940114500+09:00,108779
2025-07-07T16:12:22.933805300+09:00,108779
2025-07-07T16:12:52.941144200+09:00,108779
2025-07-07T16:13:22.928735500+09:00,108797
2025-07-07T16:13:52.930743900+09:00,108797
2025-07-07T16:14:26.369649300+09:00,108808
2025-07-07T16:14:56.375658900+09:00,108808
2025-07-07T16:15:26.384795300+09:00,108808
2025-07-07T16:16:25.576574300+09:00,108825
2025-07-07T16:16:55.583887300+09:00,108825
2025-07-07T16:17:25.573708800+09:00,108825
2025-07-07T16:17:55.575930200+09:00,108831
2025-07-07T16:18:25.581447100+09:00,108831
2025-07-07T16:18:55.572563600+09:00,108831
2025-07-07T16:19:25.579015500+09:00,108883
2025-07-07T16:19:55.582637500+09:00,108883
2025-07-07T16:20:25.570372600+09:00,108883
2025-07-07T16:20:55.571450900+09:00,108881
2025-07-07T16:21:25.582040700+09:00,108881
2025-07-07T16:21:55.568602700+09:00,108881
2025-07-07T16:22:25.583388200+09:00,108884
2025-07-07T16:22:55.575141500+09:00,108884
2025-07-07T16:23:33.590791200+09:00,108911
2025-07-07T16:24:03.581294900+09:00,108911
2025-07-07T16:24:33.581773400+09:00,108911
2025-07-07T16:25:03.579026100+09:00,108915
2025-07-07T16:25:33.588719800+09:00,108915
